cell_id,area,perimeter,centroid_x,centroid_y,eccentricity,solidity,extent,major_axis_length,minor_axis_length,orientation,equivalent_diameter,convex_area,filled_area,euler_number,feret_diameter_max,num_neighbors,junctions_3_cell,junctions_4_cell,junctions_5_cell,junctions_6_cell,junctions_7_cell,junctions_8plus_cell,total_junctions
15,3937.0,300.3675323681472,783.261366522733,21.278892557785117,0.9167589650811503,0.9380509888015249,0.7230486685032139,115.67062651763551,46.20357443242925,-1.5550630822007012,70.80073507826268,4197.0,3937.0,1,121.03718436910205,6,5,5,2,0,0,0,12
16,113.0,45.62741699796952,869.9203539823009,6.256637168141593,0.8524611235429316,0.9186991869918699,0.5380952380952381,17.926299222578898,9.371701093243152,-1.5430786239882632,11.994835078277376,123.0,113.0,1,21.02379604162864,2,0,2,0,0,0,0,2
17,472.0,89.35533905932736,879.3495762711865,17.11864406779661,0.8559011754038499,0.9273084479371316,0.6344086021505376,34.57979066953649,17.882572831199653,-0.4897235940319236,24.514670406003766,509.0,472.0,1,35.608987629529715,4,0,4,1,0,0,0,5
18,955.0,139.74011537017762,904.4596858638744,15.86910994764398,0.854503520385375,0.9371933267909716,0.585171568627451,50.19782409057785,26.07503896405704,-1.0686924451955624,34.870385217575105,1019.0,955.0,1,58.66856057549052,4,3,3,1,0,0,0,7
19,3265.0,226.55129855222071,946.9981623277182,36.79601837672282,0.5931167914660903,0.9557962529274004,0.6776670817766708,72.37012200718266,58.266374530886615,0.3312590630987393,64.47578703327557,3416.0,3265.0,1,76.53757247260981,5,7,1,0,0,0,0,8
20,1975.0,181.15432893255073,992.6916455696203,21.717974683544305,0.46188420750817677,0.9796626984126984,0.743879472693032,55.3625367783721,49.10326133024154,1.5413387196327428,50.14626706796774,2016.0,1975.0,1,59.54829972383762,3,5,0,0,0,0,0,5
21,3940.0,266.16652224137044,1039.0730964467004,45.225634517766494,0.6924325245758233,0.9231490159325211,0.6566666666666666,86.4281449324523,62.35640612155389,0.3033325160499527,70.82770507546141,4268.0,3940.0,1,94.30270409696638,5,6,2,1,0,0,0,9
22,2847.0,234.12489168102783,1081.993326308395,38.635054443273624,0.8758639098119961,0.9589087234759178,0.71175,88.92697007999342,42.9124381619114,0.245252502857153,60.207250259923086,2969.0,2847.0,1,87.70974860299168,5,4,2,1,0,0,0,7
23,4552.0,270.82337649086287,1133.368848857645,39.99758347978911,0.6060147553791925,0.9451827242524917,0.7236883942766296,86.27307357148088,68.62620995527968,0.5603348885010303,76.13006244339,4816.0,4552.0,1,97.24710792614863,5,5,2,0,0,0,0,7
24,4770.0,275.9066376115481,1203.800209643606,40.85932914046121,0.5727655304589245,0.9386068476977568,0.6733483907396951,87.37153337101667,71.62012771550981,0.10912461312818988,77.93171773024592,5082.0,4770.0,1,97.082439194738,7,10,1,0,0,0,0,11
25,203.0,62.90559159102155,1237.8029556650247,7.261083743842365,0.8621552927052719,0.9398148148148148,0.5783475783475783,23.92855522870882,12.123261498068914,-1.5618035849606462,16.07692842495848,216.0,203.0,1,27.018512172212592,2,1,1,0,0,0,0,2
26,1177.0,153.63961030678925,1251.355989804588,30.885301614273576,0.8761219394495369,0.9019157088122606,0.6327956989247312,56.78806184089695,27.376931943685236,-0.007034672717828844,38.71179334716084,1305.0,1177.0,1,62.289646009589745,5,8,1,0,0,0,0,9
27,1093.0,158.1604255869606,1277.8353156450137,29.83714547118024,0.9378844775788515,0.9365895458440445,0.4875111507582516,64.83163948547457,22.493188223658816,0.4915422433486433,37.3048364477789,1167.0,1093.0,1,67.7421582177598,4,4,3,0,0,0,0,7
28,2503.0,225.6812408671319,1310.0303635637235,33.66640031961646,0.8887778659078186,0.9656635802469136,0.5732936326156665,85.59821113148826,39.23292996589287,0.5202933360996714,56.45279958046467,2592.0,2503.0,1,93.40770846134703,3,4,4,0,1,0,0,9
29,1664.0,214.46803743153546,1340.6141826923076,41.62199519230769,0.9684694494371567,0.8463886063072228,0.5073170731707317,95.65755620487687,23.83139132917167,0.22730696814499995,46.029019134012735,1966.0,1664.0,1,88.3911760301898,5,4,3,0,2,0,0,9
30,1403.0,182.08326112068522,1359.9301496792586,34.317890235210264,0.9507404131289077,0.9322259136212625,0.6406392694063927,78.76206935192698,24.415309909417335,0.12348823185957016,42.26529405154344,1505.0,1403.0,1,75.69015788066504,4,3,3,1,2,0,0,9
